OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00018000,E01003564,Newham 014B,E02000727,Newham 014,E09000025,Newham,Inner London
E00018001,E01003564,Newham 014B,E02000727,Newham 014,E09000025,Newham,Inner London
E00018003,E01003565,Newham 014C,E02000727,Newham 014,E09000025,Newham,Inner London
E00018004,E01003565,Newham 014C,E02000727,Newham 014,E09000025,Newham,Inner London
E00018005,E01003566,Newham 014D,E02000727,Newham 014,E09000025,Newham,Inner London
E00018006,E01003566,Newham 014D,E02000727,Newham 014,E09000025,Newham,Inner London
E00018007,E01003565,Newham 014C,E02000727,Newham 014,E09000025,Newham,Inner London
E00018008,E01003566,Newham 014D,E02000727,Newham 014,E09000025,Newham,Inner London
E00018009,E01003566,Newham 014D,E02000727,Newham 014,E09000025,Newham,Inner London
E00174980,E01003564,Newham 014B,E02000727,Newham 014,E09000025,Newham,Inner London
E00175036,E01003564,Newham 014B,E02000727,Newham 014,E09000025,Newham,Inner London
E00018262,E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Inner London
E00018263,E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,Inner London
E00018264,E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,Inner London
E00018267,E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,Inner London
E00018269,E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,Inner London
E00018282,E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Inner London
E00018283,E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Inner London
E00018284,E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Inner London
E00018285,E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,Inner London
E00018286,E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Inner London
E00018287,E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,Inner London
E00018288,E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,Inner London
E00018289,E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,Inner London
E00018290,E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,Inner London
E00018291,E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,Inner London
E00018292,E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,Inner London
E00018293,E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,Inner London
E00018294,E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,Inner London
E00018295,E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,Inner London
E00175041,E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,Inner London
E00175075,E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,Inner London
E00017944,E01003552,Newham 016A,E02000729,Newham 016,E09000025,Newham,Inner London
E00017969,E01003552,Newham 016A,E02000729,Newham 016,E09000025,Newham,Inner London
E00017971,E01003552,Newham 016A,E02000729,Newham 016,E09000025,Newham,Inner London
E00017976,E01003552,Newham 016A,E02000729,Newham 016,E09000025,Newham,Inner London
E00018130,E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Inner London
E00018131,E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Inner London
E00018132,E01003597,Newham 016C,E02000729,Newham 016,E09000025,Newham,Inner London
E00018133,E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Inner London
E00018134,E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Inner London
E00018135,E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Inner London
E00018136,E01003597,Newham 016C,E02000729,Newham 016,E09000025,Newham,Inner London
E00018137,E01003597,Newham 016C,E02000729,Newham 016,E09000025,Newham,Inner London
E00018138,E01003597,Newham 016C,E02000729,Newham 016,E09000025,Newham,Inner London
E00018297,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Inner London
E00018298,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Inner London
E00018300,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Inner London
E00018325,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Inner London
E00018328,E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Inner London
E00018015,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018016,E01003569,Newham 017B,E02000730,Newham 017,E09000025,Newham,Inner London
E00018023,E01003573,Newham 017C,E02000730,Newham 017,E09000025,Newham,Inner London
E00018026,E01003573,Newham 017C,E02000730,Newham 017,E09000025,Newham,Inner London
E00018027,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018028,E01003573,Newham 017C,E02000730,Newham 017,E09000025,Newham,Inner London
E00018029,E01003573,Newham 017C,E02000730,Newham 017,E09000025,Newham,Inner London
E00018030,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018031,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018032,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018033,E01003569,Newham 017B,E02000730,Newham 017,E09000025,Newham,Inner London
E00018034,E01003569,Newham 017B,E02000730,Newham 017,E09000025,Newham,Inner London
E00018035,E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Inner London
E00018036,E01003568,Newham 017A,E02000730,Newham 017,E09000025,Newham,Inner London
E00018037,E01003568,Newham 017A,E02000730,Newham 017,E09000025,Newham,Inner London
E00018038,E01003568,Newham 017A,E02000730,Newham 017,E09000025,Newham,Inner London
E00018039,E01003569,Newham 017B,E02000730,Newham 017,E09000025,Newham,Inner London
E00018040,E01003568,Newham 017A,E02000730,Newham 017,E09000025,Newham,Inner London
E00018041,E01003568,Newham 017A,E02000730,Newham 017,E09000025,Newham,Inner London
E00017798,E01003522,Newham 018C,E02000731,Newham 018,E09000025,Newham,Inner London
E00017799,E01003522,Newham 018C,E02000731,Newham 018,E09000025,Newham,Inner London
E00017801,E01003522,Newham 018C,E02000731,Newham 018,E09000025,Newham,Inner London
E00017804,E01003521,Newham 018B,E02000731,Newham 018,E09000025,Newham,Inner London
E00017805,E01003521,Newham 018B,E02000731,Newham 018,E09000025,Newham,Inner London
E00017806,E01003525,Newham 018D,E02000731,Newham 018,E09000025,Newham,Inner London
E00017811,E01003526,Newham 018E,E02000731,Newham 018,E09000025,Newham,Inner London
E00017812,E01003526,Newham 018E,E02000731,Newham 018,E09000025,Newham,Inner London
E00017814,E01003525,Newham 018D,E02000731,Newham 018,E09000025,Newham,Inner London
E00017816,E01003526,Newham 018E,E02000731,Newham 018,E09000025,Newham,Inner London
E00017818,E01003525,Newham 018D,E02000731,Newham 018,E09000025,Newham,Inner London
E00017825,E01003520,Newham 018A,E02000731,Newham 018,E09000025,Newham,Inner London
E00017826,E01003520,Newham 018A,E02000731,Newham 018,E09000025,Newham,Inner London
E00017827,E01003520,Newham 018A,E02000731,Newham 018,E09000025,Newham,Inner London
E00017828,E01003521,Newham 018B,E02000731,Newham 018,E09000025,Newham,Inner London
E00017829,E01003522,Newham 018C,E02000731,Newham 018,E09000025,Newham,Inner London
E00017830,E01003520,Newham 018A,E02000731,Newham 018,E09000025,Newham,Inner London
E00174996,E01003525,Newham 018D,E02000731,Newham 018,E09000025,Newham,Inner London
E00174997,E01003521,Newham 018B,E02000731,Newham 018,E09000025,Newham,Inner London
E00174998,E01003521,Newham 018B,E02000731,Newham 018,E09000025,Newham,Inner London
E00175004,E01003526,Newham 018E,E02000731,Newham 018,E09000025,Newham,Inner London
E00175047,E01003525,Newham 018D,E02000731,Newham 018,E09000025,Newham,Inner London
E00175048,E01003526,Newham 018E,E02000731,Newham 018,E09000025,Newham,Inner London
E00017644,E01003488,Newham 019A,E02000732,Newham 019,E09000025,Newham,Inner London
E00017645,E01003488,Newham 019A,E02000732,Newham 019,E09000025,Newham,Inner London
E00017646,E01003490,Newham 019C,E02000732,Newham 019,E09000025,Newham,Inner London
E00017647,E01003490,Newham 019C,E02000732,Newham 019,E09000025,Newham,Inner London
E00017648,E01003489,Newham 019B,E02000732,Newham 019,E09000025,Newham,Inner London
E00017650,E01003488,Newham 019A,E02000732,Newham 019,E09000025,Newham,Inner London
E00017663,E01003490,Newham 019C,E02000732,Newham 019,E09000025,Newham,Inner London
E00017664,E01003490,Newham 019C,E02000732,Newham 019,E09000025,Newham,Inner London
E00017665,E01003489,Newham 019B,E02000732,Newham 019,E09000025,Newham,Inner London
E00017667,E01003489,Newham 019B,E02000732,Newham 019,E09000025,Newham,Inner London
E00017670,E01003489,Newham 019B,E02000732,Newham 019,E09000025,Newham,Inner London
E00017672,E01003490,Newham 019C,E02000732,Newham 019,E09000025,Newham,Inner London
E00017673,E01003488,Newham 019A,E02000732,Newham 019,E09000025,Newham,Inner London
E00017674,E01003488,Newham 019A,E02000732,Newham 019,E09000025,Newham,Inner London
E00017802,E01003524,Newham 019D,E02000732,Newham 019,E09000025,Newham,Inner London
E00017808,E01003524,Newham 019D,E02000732,Newham 019,E09000025,Newham,Inner London
E00017810,E01003524,Newham 019D,E02000732,Newham 019,E09000025,Newham,Inner London
E00175002,E01003524,Newham 019D,E02000732,Newham 019,E09000025,Newham,Inner London
E00175005,E01003524,Newham 019D,E02000732,Newham 019,E09000025,Newham,Inner London
E00018296,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018299,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Inner London
E00018301,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Inner London
E00018302,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018305,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018306,E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,Inner London
E00018309,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018311,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018312,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018314,E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,Inner London
E00018315,E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,Inner London
E00018316,E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,Inner London
E00018317,E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,Inner London
E00018318,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018319,E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,Inner London
E00018320,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018321,E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,Inner London
E00018322,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018323,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018324,E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,Inner London
E00018326,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Inner London
E00018327,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Inner London
E00018329,E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,Inner London
E00018330,E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,Inner London
E00018331,E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,Inner London
E00018333,E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,Inner London
E00018336,E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Inner London
E00018121,E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,Inner London
E00018124,E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Inner London
E00018126,E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Inner London
E00018139,E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,Inner London
E00018140,E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,Inner London
E00018141,E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,Inner London
E00018143,E01003598,Newham 021A,E02000734,Newham 021,E09000025,Newham,Inner London
E00018145,E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Inner London
E00018148,E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Inner London
E00018149,E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Inner London
E00018303,E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,Inner London
E00018304,E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Inner London
E00018307,E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Inner London
E00018308,E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Inner London
E00018310,E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Inner London
E00018313,E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Inner London
E00018332,E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,Inner London
E00018334,E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,Inner London
E00018335,E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,Inner London
E00017649,E01003491,Newham 022A,E02000735,Newham 022,E09000025,Newham,Inner London
E00017666,E01003491,Newham 022A,E02000735,Newham 022,E09000025,Newham,Inner London
E00017668,E01003491,Newham 022A,E02000735,Newham 022,E09000025,Newham,Inner London
E00017669,E01003491,Newham 022A,E02000735,Newham 022,E09000025,Newham,Inner London
E00017671,E01003491,Newham 022A,E02000735,Newham 022,E09000025,Newham,Inner London
E00018122,E01003599,Newham 022C,E02000735,Newham 022,E09000025,Newham,Inner London
E00018123,E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,Inner London
E00018125,E01003599,Newham 022C,E02000735,Newham 022,E09000025,Newham,Inner London
E00018142,E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,Inner London
E00018144,E01003599,Newham 022C,E02000735,Newham 022,E09000025,Newham,Inner London
E00018146,E01003599,Newham 022C,E02000735,Newham 022,E09000025,Newham,Inner London
E00018147,E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,Inner London
E00018151,E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,Inner London
E00018153,E01003592,Newham 022B,E02000735,Newham 022,E09000025,Newham,Inner London
E00018168,E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,Inner London
E00018169,E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,Inner London
E00018171,E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,Inner London
E00018173,E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,Inner London
E00018176,E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,Inner London
E00017858,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00017862,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00017863,E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Inner London
E00017865,E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Inner London
E00017872,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00017876,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00017877,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00017878,E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Inner London
E00018268,E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Inner London
E00018270,E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Inner London
E00018271,E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Inner London
E00018272,E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Inner London
E00018273,E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,Inner London
E00018274,E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,Inner London
E00018275,E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,Inner London
E00018276,E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,Inner London
E00018277,E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,Inner London
E00018278,E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Inner London
E00018279,E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,Inner London
E00174971,E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Inner London
E00174972,E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Inner London
E00174973,E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Inner London
E00175007,E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,Inner London
E00175008,E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,Inner London
E00017803,E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Inner London
E00017807,E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Inner London
E00017817,E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Inner London
E00017819,E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Inner London
E00017820,E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Inner London
